Name,RA,Dec,AVM code,AVM description,Source (S=S, N=N)
351,15.4910250,-1.9367972,5;5.1.2,SB,S
352,15.5383583,-4.2454472,5.5.2;5.1.2,SB,S
353,15.6022625,-1.9590556,5;5.1.2,SB,S
354,15.8184000,22.3427333,5;5.1.2,SB,S
355,15.7789958,-6.3236778,5,G,S
356,15.7795958,-6.9884000,5.5.2,GiG,S
357,15.8411375,-6.3392500,5.5.3;5.1.2,SB,S
358,16.2955333,62.0204361,3.6,A group of stars,cseligman
359,16.0707208,-0.7648000,5.5.2,GiG,S
360,15.7143583,-65.6099917,5;5.1.1,S..,S
361,15.5534583,-71.6045000,3.6.4.1,OpC,S
362,15.8094167,-70.8487778,3.6.4.2,GlC,S
363,16.5658458,-16.5428722,5,G,S
364,16.1703125,-0.8026611,5.5.2,GiG,S
365,16.0780375,-35.1214417,5;5.1.1,S..,S
366,16.6350000,62.2240000,3.6.4.1,OpC,S
367,16.4536958,-12.1284250,5,G,S
368,16.0918375,-43.2767750,5;5.1.1,S..,S
369,16.2870833,-17.7592222,5.5.2;5.1.1,S..,S
370,16.6857917,32.4286944,0,Lost Object,cseligman
371,15.8541667,-72.0733333,3.6.4.1,OpC,S
372,16.6857917,32.4286944,3.6,Three stars,cseligman
373,16.7424958,32.3084722,5.5.2;5.1.4,E,S
374,16.7740750,32.7951389,5.5.2;5.1.3,S0,S
375,16.7747083,32.3481944,5.1.7;5.1.4,E,S
376,15.9592083,-72.8259722,3.6.4,Cl*,S
377,16.6450958,-20.3325528,;5.1.1,S..,S
378,16.5509292,-30.1781028,5;5.1.1,S..,S
379,16.8153042,32.5203083,5.5.2;5.1.3,S0,S
380,16.8232458,32.4828139,5.5.2;5.1.4,E,S
381,17.0829167,61.5838889,3.6.4.1,OpC,S
382,16.8503333,32.4039444,5.5.1;5.1.4,E,S
383,16.8539958,32.4125583,5;5.1.3,S0,S
384,16.8543125,32.2928306,5.5.2;5.1.3,S0,S
385,16.8635000,32.3197833,5.5.2;5.1.4,E,S
386,16.8805792,32.3620083,5.5.2;5.1.4,E,S
387,16.8877500,32.3911111,5,,N*
388,16.9466542,32.3097833,5.5.2;5.1.4,E,S
389,17.1247250,39.6954556,5.5.2;5.1.3,S0,S
390,17.0540667,32.4535611,5.5.2,GiG,S
391,16.8439917,0.9258806,5.5.2,GiG,S
392,17.0976750,33.1335778,5.5.2;5.1.4,E,S
393,17.1539667,39.6443528,5.5.2;5.1.4,E,S
394,17.1086083,33.1480333,5.5.2;5.1.3,S0,S
395,16.2833292,-71.9969389,3.6.4,As*,S
396,17.0349292,4.5308222,5,G,S
397,17.1295375,33.1091583,5.5.2;5.1.4,E,S
398,17.2237292,32.5143500,5.5.2;5.1.3,S0,S
399,17.2466750,32.6343639,5.5.2;5.1.2,SB,S
400,17.2603750,32.7324250,3,,N*
401,17.2821583,32.7593389,3,,N*
402,17.3056583,32.8062500,3,,N*
403,17.3089833,32.7521722,5.5.2;5.1.3,S0,S
404,17.3629208,35.7180611,5.3.2.4;5.2.2,d,S
405,17.1421333,-46.6684917,3,7th mag star,cseligman
406,16.8544167,-69.8792417,5,G,S
407,17.6524250,33.1264333,5.5.2;5.1.3,S0,S
408,17.7108083,33.1134111,5.5.2;5.1.4,E,S
409,17.3884708,-35.8056417,5.5.2;5.1.3,S0,S
410,17.7453000,33.1520278,5.5.2;5.1.4,E,S
411,16.9831250,-71.7679167,3.6.4,Cl*,S
412,16.6462250,-20.3322222,5,G,S
413,18.1308500,-2.7933889,5.5.2,GiG,S
414,17.8236667,33.1133056,5.5.2,GiG,S
415,17.5237833,-35.4907083,5.5.2;5.1.1,S..,S
416,16.9790833,-72.3473889,3.6.4.1,OpC,S
417,17.7732125,-18.1481806,5.3.2.4;5.1.4,E,S
418,17.6483875,-30.2212667,5;5.1.1,S..,S
419,17.0741250,-72.8841111,3.6.4.1,OpC,S
420,18.0402792,32.1231528,5.5.2;5.1.3,S0,S
421,18.0602375,32.1234917,0,Lost Object,cseligman
422,17.3520833,-71.7663889,3.6.4.1,OpC,S
423,17.8425542,-29.2345222,5,G,S
424,17.8652917,-38.0835083,5.3.2.2;5.1.1,S..,S
425,18.2606375,38.7683417,5.5.2,GiG,S
426,18.2024583,-0.2901861,5.3.2,AGN,S
427,18.0801042,-32.0611083,5.3.2.2;5.1.2,SB,S
428,18.2321208,0.9815806,5.3.2,AGN,S
429,18.2393917,-0.3449139,5.5.2,GiG,S
430,18.2496875,-0.2524167,5.5.2,GiG,S
431,18.5189583,33.7041583,5;5.1.2,SB,S
432,17.9426875,-61.5276222,5;5.5.3;5.1.3,S0,S
433,18.8000000,60.1330000,3.6.4.1,OpC,S
434,18.0588125,-58.2479444,5.5.2;5.1.1,S..,S
435,18.4993833,2.0714250,5.5.2,GiG,S
436,18.9917000,58.8117000,3.6.4.1,OpC,S
437,18.5928833,5.9268472,5.5.2;5.1.3,S0,S
438,18.3922917,-37.9015972,5;5.1.1,S..,S
439,18.4468792,-31.7472472,5;5.5.3;5.1.4,E,S
440,18.2020667,-58.2822306,5.5.2;5.1.1,S..,S
441,18.4635500,-31.7883556,5;5.5.3;5.1.2,SB,S
442,18.6609667,-1.0205500,5.5.2,GiG,S
443,18.7817375,33.3773639,5.5.2,GiG,S
444,18.9566000,31.0802306,5.5.3;5.1.1,S..,S
445,18.7186583,1.9175250,5.5.2,GiG,S
446,19.0150000,4.2940333,5.3.2;5.1.2,SB,S
447,18.9066833,33.0676639,5.5.2;5.1.2,SB,S
448,18.8188750,-1.6261056,5.5.1;5.1.3,S0,S
449,19.0301167,33.0893889,5.3.2.2;5.1.2,SB,S
450,18.8769583,-0.8608278,5,H2G,S
451,19.0516458,33.0640972,5.5.2;5.1.1,S..,S
452,19.0618750,31.0338667,5.5.1;5.1.2,SB,S
453,19.0748000,33.0483000,3.6,Three stars,cseligman
454,18.5955417,-55.3987222,5.5.1;5.1.6,Irr,S
455,18.9901708,5.1787528,5.1.7,IG,S
456,18.4350000,-73.2905611,4.2.1.1,HII,S
457,19.8958000,58.2867000,3.6.4.1,OpC,S
458,18.7223333,-71.5496389,3.6.4.1,OpC,S
459,19.5340958,17.5624444,5;5.1.1,S..,S
460,18.6733000,-73.2975611,3.6.4,Cl*,S
461,19.3355417,-33.8403333,5;5.1.1,S..,S
462,19.5457458,4.2262417,5,G,S
463,19.7424417,16.3255528,5.5.2,GiG,S
464,19.7762583,34.9466583,5,G,S
465,18.9250000,-73.3283000,3.6.4.1,OpC,S
466,19.3052958,-58.9099778,5.5.2;5.1.3,S0,S
467,19.7921625,3.3008889,5.5.2;5.1.3,S0,S
468,19.9517792,32.7679472,5.5.2;5.1.3,S0,S
469,19.8876750,14.8707722,5,LSB,S
470,19.9368542,3.4099722,5.5.1;5.1.1,S..,S
471,19.9984208,14.7863139,5.5.2,GiG,S
472,20.1194958,32.7089639,5.5.2;5.1.1,S..,S
473,19.9794708,16.5446444,5;5.1.3,S0,S
474,20.0279000,3.4152694,5.5.1;5.1.3,S0,S
475,20.0084750,14.8610361,5;5.5.3,BiC,S
476,20.0830208,16.0201917,5.5.2;5.1.3,S0,S
477,20.3349708,40.4882278,5.3.2.2;5.1.2,SB,S
478,20.0368125,-22.3774000,5;5.1.1,S..,S
479,20.3155125,3.8622472,5.5.3;5.1.1,S..,S
480,20.1433833,-9.8802056,5,G,S
481,20.3019417,-9.2112444,5.5.3,GiC,S
482,20.0850375,-40.9660944,5;5.1.1,S..,S
483,20.4845417,33.5209250,5.5.2;5.1.3,S0,S
484,19.8945792,-58.5242389,5.5.2;5.1.3,S0,S
485,20.3649750,7.0180583,5.5.2,GiG,S
486,20.5439750,5.4114472,5,G,S
487,20.4794792,-16.3704000,5.5.2,GiG,S
488,20.4452000,5.2567194,5.5.2;5.1.1,S..,S
489,20.4745958,9.2064889,5.5.2,GiG,S
490,20.5118958,5.3672750,5.5.3;5.1.4,E,S
491,20.3351208,-34.0632667,5.5.2;5.1.1,S..,S
492,20.5565292,5.4170028,5.5.3,GiC,S
493,20.5374375,0.9453361,5.5.3,GiC,S
494,20.7305708,33.1739306,5.5.2;5.1.1,S..,S
495,20.7331500,33.4714278,5.5.2;5.1.2,SB,S
496,20.7984083,33.5292472,5.5.2;5.1.1,S..,S
497,20.5989667,-0.8752444,5.1.7,IG,S
498,20.7970750,33.4892472,5.5.3,GiC,S
499,20.7977458,33.4600833,5.5.2;5.1.3,S0,S
500,20.6640833,5.3872972,5.5.3,GiC,S
501,20.8433500,33.4328528,5.5.2;5.1.4,E,S
502,20.7314167,9.0491694,5.5.2;5.1.3,S0,S
503,20.8685708,33.3317306,5.5.2;5.1.3,S0,S
