P_NAME,P_STATUS,P_MASS,P_MASS_ERROR_MIN,P_MASS_ERROR_MAX,P_RADIUS,P_RADIUS_ERROR_MIN,P_RADIUS_ERROR_MAX,P_YEAR,P_UPDATED,P_PERIOD,P_PERIOD_ERROR_MIN,P_PERIOD_ERROR_MAX,P_SEMI_MAJOR_AXIS,P_SEMI_MAJOR_AXIS_ERROR_MIN,P_SEMI_MAJOR_AXIS_ERROR_MAX,P_ECCENTRICITY,P_ECCENTRICITY_ERROR_MIN,P_ECCENTRICITY_ERROR_MAX,P_INCLINATION,P_INCLINATION_ERROR_MIN,P_INCLINATION_ERROR_MAX,P_OMEGA,P_OMEGA_ERROR_MIN,P_OMEGA_ERROR_MAX,P_TPERI,P_TPERI_ERROR_MIN,P_TPERI_ERROR_MAX,P_ANGULAR_DISTANCE,P_IMPACT_PARAMETER,P_IMPACT_PARAMETER_ERROR_MIN,P_IMPACT_PARAMETER_ERROR_MAX,P_TEMP_MEASURED,P_GEO_ALBEDO,P_GEO_ALBEDO_ERROR_MIN,P_GEO_ALBEDO_ERROR_MAX,P_DETECTION,P_DETECTION_MASS,P_DETECTION_RADIUS,P_ALT_NAMES,P_ATMOSPHERE,S_NAME,S_RA,S_DEC,S_MAG,S_DISTANCE,S_DISTANCE_ERROR_MIN,S_DISTANCE_ERROR_MAX,S_METALLICITY,S_METALLICITY_ERROR_MIN,S_METALLICITY_ERROR_MAX,S_MASS,S_MASS_ERROR_MIN,S_MASS_ERROR_MAX,S_RADIUS,S_RADIUS_ERROR_MIN,S_RADIUS_ERROR_MAX,S_TYPE,S_AGE,S_AGE_ERROR_MIN,S_AGE_ERROR_MAX,S_TEMPERATURE,S_TEMPERATURE_ERROR_MIN,S_TEMPERATURE_ERROR_MAX,S_DISC,S_MAGNETIC_FIELD,S_LOG_G,S_ALT_NAMES,P_ESCAPE,P_POTENTIAL,P_GRAVITY,P_DENSITY,P_HILL_SPHERE,P_DISTANCE,P_PERIASTRON,P_APASTRON,P_DISTANCE_EFF,P_FLUX,P_FLUX_MIN,P_FLUX_MAX,P_TEMP_EQUIL,P_TEMP_EQUIL_MIN,P_TEMP_EQUIL_MAX,P_TYPE,S_RADIUS_EST,S_TYPE_TEMP,S_RA_H,S_RA_T,S_DEC_T,S_LUMINOSITY,S_HZ_OPT_MIN,S_HZ_OPT_MAX,S_HZ_CON_MIN,S_HZ_CON_MAX,S_HZ_CON0_MIN,S_HZ_CON0_MAX,S_HZ_CON1_MIN,S_HZ_CON1_MAX,S_SNOW_LINE,S_ABIO_ZONE,S_TIDAL_LOCK,P_HABZONE_OPT,P_HABZONE_CON,P_TYPE_TEMP,P_HABITABLE,P_ESI,S_CONSTELLATION,S_CONSTELLATION_ABR,S_CONSTELLATION_ENG,P_RADIUS_EST,P_MASS_EST,P_SEMI_MAJOR_AXIS_EST
"Kepler-1083 b","3.0000000","","","","3.3630000","-0.62776000","0.15694000","2016","2016-05-10","33.417799","-0.00018540000","0.00018540000","","","","","","","","","","","","","","","","","","","","","","","","Transit","","","","","Kepler-1083","283.16195","45.198315","15.824000","912.00000","-48.650000","44.740000","-0.020000000","-0.16600000","0.15500000","0.81000000","-0.040000000","0.040000000","0.77000000","-0.040000000","0.030000000","","4.6800000","-2.8200000","5.7500000","5049.0000","-46.430000","45.470000","","","4.5800000",",","","","","","","0.18922992","0.18922992","0.18922992","0.18922992","9.6407754","9.6407754","9.6407754","448.92408","448.92408","448.92408","Neptunian","0.77000000","K","18.877464","18 52 38.8718","+45 11 53.9340","0.34521653","0.45912079","1.1079044","0.58154370","1.0503929","0.61540297","1.0503929","0.56141468","1.0503929","1.5863885","0.54049535","0.43128149","0","0","Hot","0","0.30980241","Lyra","Lyr","Lyre","3.3630000","11.255403","0.18922992"
"Kepler-1084 b","3.0000000","","","","1.1097900","-0.14573000","0.23541000","2016","2016-05-10","2.0533368","-4.1300000e-06","4.1300000e-06","","","","","","","","","","","","","","","","","","","","","","","","Transit","","","","","Kepler-1084","290.10197","48.251137","12.217000","427.00000","-58.070000","88.850000","-0.020000000","-0.10800000","0.083000000","1.1200000","-0.060000000","0.070000000","1.2800000","-0.17000000","0.27000000","","4.0700000","-1.4600000","1.0000000","6113.0000","-75.560000","63.720000","","","4.2700000",",","","","","","","0.032826331","0.032826331","0.032826331","0.032826332","1902.3108","1902.3108","1902.3108","1682.5395","1682.5395","1682.5395","Terran","1.2800000","F","19.340132","19 20 24.4767","+48 15 04.0932","2.0498693","1.0528021","2.4607388","1.3334920","2.3330044","1.4096910","2.3330044","1.2871628","2.3330044","3.8656885","3.7460405","0.46942179","0","0","Hot","0","0.29267848","Cygnus","Cyg","Swan","1.1097900","1.4117248","0.032826331"
"Kepler-1085 b","3.0000000","","","","7.2192400","-0.73986000","1.7711800","2016","2016-05-10","219.32175","-0.00089460000","0.00089460000","","","","","","","","","","","","","","","","","","","","","","","","Transit","","","","","Kepler-1085","287.47765","46.141186","15.273000","1518.0000","-156.98000","411.02000","0.080000000","-0.15800000","0.14500000","1.1100000","-0.060000000","0.090000000","1.1400000","-0.11000000","0.31000000","","3.3900000","-1.6900000","1.5000000","6000.0000","-89.900000","83.830000","","","4.3700000",",","","","","","","0.73678094","0.73678094","0.73678094","0.73678096","2.7798834","2.7798834","2.7798834","328.96641","328.96641","328.96641","Jovian","1.1400000","F","19.165178","19 09 54.6391","+46 08 28.2696","1.5090490","0.90955938","2.1311898","1.1520626","2.0205619","1.2180067","2.0205619","1.1120568","2.0205619","3.3167707","3.0758333","0.45397553","0","0","Hot","0","0.36981029","Lyra","Lyr","Lyre","7.2192400","41.174530","0.73678094"
"Kepler-1086 b","3.0000000","","","","2.4437800","-0.28025000","0.34751000","2016","2016-05-10","18.784257","-5.2830000e-05","5.2830000e-05","","","","","","","","","","","","","","","","","","","","","","","","Transit","","","","","Kepler-1086","295.25115","45.842972","15.561000","464.00000","-14.690000","13.950000","0.060000000","-0.12900000","0.094000000","0.70000000","-0.030000000","0.020000000","0.66000000","-0.020000000","0.010000000","","2.8800000","-1.3600000","5.2600000","4350.0000","-34.140000","45.980000","","","4.6500000",",","","","","","","0.12276416","0.12276416","0.12276416","0.12276416","9.2723615","9.2723615","9.2723615","444.57240","444.57240","444.57240","Superterran","0.66000000","K","19.683411","19 41 00.2809","+45 50 34.6992","0.13974412","0.30042239","0.74748709","0.38053200","0.70868181","0.40302192","0.70868181","0.36736037","0.70868181","1.0093239","0.15492679","0.37886946","0","0","Hot","0","0.35801982","Cygnus","Cyg","Swan","2.4437800","6.5454121","0.12276416"
"Kepler-1086 c","3.0000000","","","","2.9370200","-0.13452000","0.11210000","2016","2016-05-10","161.51633","-0.00086290000","0.00086290000","","","","","","","","","","","","","","","","","","","","","","","","Transit","","","","","Kepler-1086","295.25115","45.842972","15.561000","464.00000","-14.690000","13.950000","0.060000000","-0.12900000","0.094000000","0.70000000","-0.030000000","0.020000000","0.66000000","-0.020000000","0.010000000","","2.8800000","-1.3600000","5.2600000","4350.0000","-34.140000","45.980000","","","4.6500000",",","","","","","","0.51525225","0.51525225","0.51525225","0.51525226","0.52637318","0.52637318","0.52637318","217.00430","217.00430","217.00430","Neptunian","0.66000000","K","19.683411","19 41 00.2809","+45 50 34.6992","0.13974412","0.30042239","0.74748709","0.38053200","0.70868181","0.40302192","0.70868181","0.36736037","0.70868181","1.0093239","0.15492679","0.37886946","1","1","Warm","0","0.58869181","Cygnus","Cyg","Swan","2.9370200","8.9432821","0.51525225"
"Kepler-1087 b","3.0000000","","","","0.60534000","-0.044840000","0.16815000","2016","2016-05-10","0.69384285","-1.5900000e-06","1.5900000e-06","","","","","","","","","","","","","","","","","","","","","","","","Transit","","","","","Kepler-1087","294.97882","46.005653","12.953000","354.00000","-30.960000","96.950000","0.010000000","-0.25500000","0.15300000","0.96000000","-0.060000000","0.070000000","0.94000000","-0.070000000","0.26000000","","3.5500000","-2.1900000","5.3200000","5589.0000","-191.41000","122.90000","","","4.4800000",",","","","","","","0.015127739","0.015127739","0.015127739","0.015127739","3375.4583","3375.4583","3375.4583","1941.9055","1941.9055","1941.9055","Subterran","0.94000000","G","19.665256","19 39 54.9217","+46 00 20.3508","0.77246852","0.66701964","1.5798794","0.84486736","1.4978691","0.89355586","1.4978691","0.81557878","1.4978691","2.3730351","1.4464088","0.43586632","0","0","Hot","0","0.27224526","Cygnus","Cyg","Swan","0.60534000","0.16078015","0.015127739"
"Kepler-1088 b","3.0000000","","","","1.4236700","-0.10089000","0.11210000","2016","2016-05-10","23.127486","-8.9190000e-05","8.9190000e-05","","","","","","","","","","","","","","","","","","","","","","","","Transit","","","","","Kepler-1088","281.56145","42.450504","11.863000","300.00000","-17.590000","23.280000","0.050000000","-0.082000000","0.082000000","1.0800000","-0.030000000","0.030000000","1.0800000","-0.060000000","0.080000000","","3.0200000","-1.3900000","1.5800000","5975.0000","-58.160000","64.370000","","","4.4000000",",","","","","","","0.16295578","0.16295578","0.16295578","0.16295579","50.158928","50.158928","50.158928","678.00355","678.00355","678.00355","Terran","1.0800000","G","18.770765","18 46 14.7522","+42 27 01.8144","1.3319496","0.85582667","2.0064420","1.0840046","1.9022895","1.1460770","1.9022895","1.0463663","1.9022895","3.1160733","2.9197350","0.44126612","0","0","Hot","0","0.30938527","Lyra","Lyr","Lyre","1.4236700","2.6154425","0.16295578"
"Kepler-1089 b","3.0000000","","","","1.8272300","-0.33630000","0.10089000","2016","2016-05-10","5.1324856","-9.4800000e-06","9.4800000e-06","","","","","","","","","","","","","","","","","","","","","","","","Transit","","","","","Kepler-1089","291.09274","49.190059","15.535000","227.00000","-15.380000","15.240000","-0.090000000","-0.084000000","0.087000000","0.52000000","-0.030000000","0.030000000","0.49000000","-0.030000000","0.030000000","","3.7200000","-2.0800000","5.2600000","3753.0000","-32.550000","32.380000","","","4.7600000",",","","","","","","0.046816164","0.046816164","0.046816164","0.046816165","19.471679","19.471679","19.471679","535.17493","535.17493","535.17493","Superterran","0.49000000","M","19.406184","19 24 22.2617","+49 11 24.2124","0.042677116","0.16835261","0.43140714","0.21324401","0.40900736","0.22601042","0.40900736","0.20584729","0.40900736","0.55777790","0.050310950","0.35808251","0","0","Hot","0","0.32926767","Cygnus","Cyg","Swan","1.8272300","3.9953845","0.046816164"
"Kepler-109 b","3.0000000","7.3005092","","","2.3653100","-0.067260000","0.067260000","2014","2016-10-13","6.4816300","","","","","","","","","","","","","","","","","","","0.58000000","-0.020000000","0.020000000","","","","","Transit","","","","","Kepler-109","290.39272","40.284875","12.365000","481.40000","-5.4000000","5.4000000","-0.080000000","-0.10000000","0.10000000","1.0400000","-0.060000000","0.060000000","1.3200000","-0.040000000","0.040000000","","5.7300000","","","5952.0000","-75.000000","75.000000","","","4.2100000",",","1.7568413","3.0864915","1.3048994","0.55168217","0.0013198826","0.068914429","0.068914429","0.068914429","0.068914430","412.54172","412.54172","412.54172","1148.1850","1148.1850","1148.1850","Superterran","1.3200000","G","19.359516","19 21 34.2567","+40 17 05.5500","1.9592425","1.0394297","2.4382019","1.3165602","2.3116372","1.3919762","2.3116372","1.2708517","2.3116372","3.7792696","2.7715279","0.48483622","0","0","Hot","0","0.24008415","Lyra","Lyr","Lyre","2.3653100","7.3005092","0.068914429"
"Kepler-109 c","3.0000000","21.799823","","","2.5222500","-0.067260000","0.067260000","2014","2016-10-13","21.222700","","","","","","","","","","","","","","","","","","","0.16000000","-0.080000000","0.080000000","","","","","Transit","","","","","Kepler-109","290.39272","40.284875","12.365000","481.40000","-5.4000000","5.4000000","-0.080000000","-0.10000000","0.10000000","1.0400000","-0.060000000","0.060000000","1.3200000","-0.040000000","0.040000000","","5.7300000","","","5952.0000","-75.000000","75.000000","","","4.2100000",",","2.9398990","8.6430063","3.4267048","1.3585905","0.0041909535","0.15195714","0.15195714","0.15195714","0.15195714","84.848857","84.848857","84.848857","773.22593","773.22593","773.22593","Neptunian","1.3200000","G","19.359516","19 21 34.2567","+40 17 05.5500","1.9592425","1.0394297","2.4382019","1.3165602","2.3116372","1.3919762","2.3116372","1.2708517","2.3116372","3.7792696","2.7715279","0.48483622","0","0","Hot","0","0.24477496","Lyra","Lyr","Lyre","2.5222500","21.799823","0.15195714"
"Kepler-1090 b","3.0000000","","","","2.2532100","-0.16815000","0.21299000","2016","2016-05-10","198.68018","-0.0021760000","0.0021760000","","","","","","","","","","","","","","","","","","","","","","","","Transit","","","","","Kepler-1090","295.66287","44.525845","15.001000","702.00000","-47.620000","62.340000","-0.040000000","-0.16500000","0.14900000","0.86000000","-0.050000000","0.050000000","0.82000000","-0.050000000","0.070000000","","4.3700000","-2.6400000","6.1300000","5321.0000","-145.36000","147.76000","","","4.5500000",",","","","","","","0.63354689","0.63354689","0.63354689","0.63354691","1.2031835","1.2031835","1.2031835","266.82583","266.82583","266.82583","Superterran","0.82000000","G","19.710859","19 42 39.0930","+44 31 33.0420","0.48293578","0.53544677","1.2792281","0.67821774","1.2128240","0.71749470","1.2128240","0.65472742","1.2128240","1.8763267","0.87984706","0.43498194","1","0","Warm","2","0.71990942","Cygnus","Cyg","Swan","2.2532100","5.7025890","0.63354689"
"Kepler-1091 b","3.0000000","","","","1.4573000","-0.19057000","0.35872000","2016","2016-05-10","1.4347416","-3.2700000e-06","3.2700000e-06","","","","","","","","","","","","","","","","","","","","","","","","Transit","","","","","Kepler-1091","299.78546","43.670753","14.691000","915.00000","-125.90000","233.20000","0.0000000","-0.17900000","0.13400000","1.0100000","-0.080000000","0.12000000","1.0300000","-0.13000000","0.25000000","","3.4700000","-1.8000000","3.5000000","5851.0000","-232.40000","286.31000","","","4.4200000",",","","","","","","0.024972716","0.024972716","0.024972716","0.024972717","1786.2898","1786.2898","1786.2898","1656.2767","1656.2767","1656.2767","Terran","1.0300000","G","19.985699","19 59 08.5154","+43 40 14.7108","1.1139956","0.78860401","1.8544114","0.99886272","1.7581507","1.0561720","1.7581507","0.96419916","1.7581507","2.8497418","2.3074060","0.44162489","0","0","Hot","0","0.28153084","Cygnus","Cyg","Swan","1.4573000","2.7211983","0.024972716"
"Kepler-1092 b","3.0000000","","","","2.0738500","-0.23541000","0.36993000","2016","2016-05-10","58.601793","-0.00060060000","0.00060060000","","","","","","","","","","","","","","","","","","","","","","","","Transit","","","","","Kepler-1092","297.72314","47.112659","14.649000","914.00000","-102.01000","167.28000","-0.090000000","-0.19500000","0.16400000","0.99000000","-0.070000000","0.090000000","1.0000000","-0.10000000","0.18000000","","3.8000000","-2.0800000","3.0200000","5862.0000","-156.05000","195.01000","","","4.4400000",",","","","","","","0.29421303","0.29421303","0.29421303","0.29421304","12.222164","12.222164","12.222164","476.35632","476.35632","476.35632","Superterran","1.0000000","G","19.848210","19 50 53.5573","+47 06 45.5724","1.0579665","0.76800439","1.8054702","0.97277051","1.7117500","1.0285729","1.7117500","0.93901085","1.7117500","2.7771525","2.3358014","0.44538320","0","0","Hot","0","0.35099958","Cygnus","Cyg","Swan","2.0738500","4.9534779","0.29421303"
"Kepler-1093 b","3.0000000","","","","1.9505400","-0.24662000","0.61655000","2016","2016-05-10","25.082463","-0.00012110000","0.00012110000","","","","","","","","","","","","","","","","","","","","","","","","Transit","","","","","Kepler-1093","284.97801","41.420166","13.838000","848.00000","-115.20000","270.02000","-0.010000000","-0.20300000","0.13200000","1.1300000","-0.090000000","0.14000000","1.2000000","-0.15000000","0.38000000","","2.9500000","-1.2600000","1.3600000","6166.0000","-138.45000","147.64000","","","4.3300000",",","","","","","","0.17462878","0.17462878","0.17462878","0.17462879","61.155223","61.155223","61.155223","712.44821","712.44821","712.44821","Superterran","1.2000000","F","18.998535","18 59 54.7267","+41 25 12.5976","1.8649415","1.0009538","2.3370133","1.2678185","2.2157015","1.3402083","2.2157015","1.2237606","2.2157015","3.6871973","4.1153192","0.44622578","0","0","Hot","0","0.27872817","Lyra","Lyr","Lyre","1.9505400","4.4638619","0.17462878"
"Kepler-1093 c","3.0000000","","","","1.9617500","-0.26904000","0.71744000","2016","2016-05-10","89.722292","-0.0010800000","0.0010800000","","","","","","","","","","","","","","","","","","","","","","","","Transit","","","","","Kepler-1093","284.97801","41.420166","13.838000","848.00000","-115.20000","270.02000","-0.010000000","-0.20300000","0.13200000","1.1300000","-0.090000000","0.14000000","1.2000000","-0.15000000","0.38000000","","2.9500000","-1.2600000","1.3600000","6166.0000","-138.45000","147.64000","","","4.3300000",",","","","","","","0.40844724","0.40844724","0.40844724","0.40844725","11.178751","11.178751","11.178751","465.84692","465.84692","465.84692","Superterran","1.2000000","F","18.998535","18 59 54.7267","+41 25 12.5976","1.8649415","1.0009538","2.3370133","1.2678185","2.2157015","1.3402083","2.2157015","1.2237606","2.2157015","3.6871973","4.1153192","0.44622578","0","0","Hot","0","0.36597602","Lyra","Lyr","Lyre","1.9617500","4.5075054","0.40844724"
"Kepler-1094 b","3.0000000","","","","3.1836400","-0.45961000","1.1994700","2016","2016-05-10","78.100023","-0.00063880000","0.00063880000","","","","","","","","","","","","","","","","","","","","","","","","Transit","","","","","Kepler-1094","292.30125","38.267041","14.999000","1371.0000","-205.77000","504.97000","0.060000000","-0.14800000","0.13500000","1.1400000","-0.090000000","0.16000000","1.2100000","-0.17000000","0.46000000","","3.0900000","-1.4000000","1.4200000","6112.0000","-187.65000","127.39000","","","4.3300000",",","","","","","","0.37346104","0.37346104","0.37346104","0.37346105","13.125086","13.125086","13.125086","484.92040","484.92040","484.92040","Neptunian","1.2100000","F","19.486751","19 29 12.3044","+38 16 01.3476","1.8305971","0.99496211","2.3255966","1.2602312","2.2048773","1.3322449","2.2048773","1.2164474","2.2048773","3.6530882","3.7617387","0.45101003","0","0","Hot","0","0.28961516","Cygnus","Cyg","Swan","3.1836400","10.255306","0.37346104"
"Kepler-1095 b","3.0000000","","","","1.2106800","-0.12331000","0.20178000","2016","2016-05-10","4.2710309","-1.4800000e-05","1.4800000e-05","","","","","","","","","","","","","","","","","","","","","","","","Transit","","","","","Kepler-1095","293.26245","41.365114","14.553000","758.00000","-76.280000","123.37000","-0.090000000","-0.19500000","0.15800000","0.94000000","-0.070000000","0.070000000","0.92000000","-0.090000000","0.14000000","","4.4700000","-2.7100000","4.4300000","5658.0000","-136.10000","206.29000","","","4.4800000",",","","","","","","0.050455360","0.050455360","0.050455360","0.050455362","305.28218","305.28218","305.28218","1064.9281","1064.9281","1064.9281","Terran","0.92000000","G","19.550831","19 33 02.9910","+41 21 54.4104","0.77717008","0.66634119","1.5750895","0.84400647","1.4933279","0.89258703","1.4933279","0.81474001","1.4933279","2.3802458","1.6170573","0.44976471","0","0","Hot","0","0.29428581","Cygnus","Cyg","Swan","1.2106800","1.9283813","0.050455360"
"Kepler-1096 b","3.0000000","","","","1.2443100","-0.078470000","0.36993000","2016","2016-05-10","2.8922175","-6.0000000e-06","6.0000000e-06","","","","","","","","","","","","","","","","","","","","","","","","Transit","","","","","Kepler-1096","294.70938","45.969501","15.068000","344.00000","-17.040000","17.040000","-0.10000000","-0.098000000","0.13200000","0.66000000","-0.030000000","0.030000000","0.63000000","-0.030000000","0.020000000","","3.8000000","-2.1600000","5.3000000","4306.0000","-39.790000","53.070000","","","4.6600000",",","","","","","","0.034581580","0.034581580","0.034581580","0.034581580","102.22949","102.22949","102.22949","810.10061","810.10061","810.10061","Terran","0.63000000","K","19.647293","19 38 50.2549","+45 58 10.2036","0.12225478","0.28136984","0.70155983","0.35639898","0.66513853","0.37748301","0.66513853","0.34406156","0.66513853","0.94405369","0.14085728","0.38907806","0","0","Hot","0","0.30233365","Cygnus","Cyg","Swan","1.2443100","2.0809278","0.034581580"
"Kepler-1097 b","3.0000000","","","","3.2621100","-0.25783000","0.25783000","2016","2016-05-10","187.74703","-0.0018940000","0.0018940000","","","","","","","","","","","","","","","","","","","","","","","","Transit","","","","","Kepler-1097","281.59415","42.596416","15.206000","738.00000","-55.010000","50.320000","-0.11000000","-0.17600000","0.17000000","0.82000000","-0.060000000","0.040000000","0.79000000","-0.050000000","0.050000000","","4.9000000","-3.1000000","6.1200000","5211.0000","-86.770000","77.130000","","","4.5700000",",","","","","","","0.60047682","0.60047682","0.60047682","0.60047684","1.1434959","1.1434959","1.1434959","263.45325","263.45325","263.45325","Neptunian","0.79000000","K","18.772944","18 46 22.5990","+42 35 47.0976","0.41231309","0.49766101","1.1935975","0.63035841","1.1316381","0.66694133","1.1316381","0.60853220","1.1316381","1.7337135","0.71686825","0.43637728","1","0","Warm","0","0.62173029","Lyra","Lyr","Lyre","3.2621100","10.688141","0.60047682"
