P_NAME,P_RADIUS,P_RADIUS_EST,P_DETECTION,P_YEAR,P_SEMI_MAJOR_AXIS,P_PERIOD,P_MASS,P_DENSITY,P_HABZONE_CON
Kepler-873 b,3.7553500,3.7553500,Transit,2016,,20.553384,,,0
Kepler-874 b,3.9459200,3.9459200,Transit,2016,,40.068673,,,0
Kepler-875 b,2.9033900,2.9033900,Transit,2016,,27.507380,,,0
Kepler-876 b,1.4348800,1.4348800,Transit,2016,,5.1443801,,,0
Kepler-877 b,2.1186900,2.1186900,Transit,2016,,18.458471,,,0
Kepler-878 b,1.9281200,1.9281200,Transit,2016,,25.942203,,,0
Kepler-879 b,2.5670900,2.5670900,Transit,2016,,33.385594,,,0
Kepler-880 b,2.6567700,2.6567700,Transit,2016,,7.7146897,,,0
Kepler-881 b,1.7823900,1.7823900,Transit,2016,,4.4444802,,,0
Kepler-882 b,1.2331000,1.2331000,Transit,2016,,3.9895397,,,0
Kepler-883 b,1.7823900,1.7823900,Transit,2016,,12.984956,,,0
Kepler-884 b,1.2331000,1.2331000,Transit,2016,,5.6991951,,,0
Kepler-885 b,2.4998300,2.4998300,Transit,2016,,18.114729,,,0
Kepler-886 b,1.5245600,1.5245600,Transit,2016,,6.2414637,,,0
Kepler-887 b,1.8384400,1.8384400,Transit,2016,,20.422288,,,0
Kepler-887 c,1.1322100,1.1322100,Transit,2016,,7.6384602,,,0
Kepler-888 b,1.7599700,1.7599700,Transit,2016,,70.697906,,,0
Kepler-889 b,1.0873700,1.0873700,Transit,2016,,3.7444390,,,0
Kepler-890 b,8.8895300,8.8895300,Transit,2016,,52.758756,,,0
Kepler-891 b,6.4121200,6.4121200,Transit,2016,,53.449456,,,0
Kepler-892 b,2.8137100,2.8137100,Transit,2016,,13.752107,,,0
Kepler-893 b,3.0267000,3.0267000,Transit,2016,,6.3385576,,,0
Kepler-894 b,2.7800800,2.7800800,Transit,2016,,9.8032240,,,0
Kepler-895 b,1.5357700,1.5357700,Transit,2016,,2.8062423,,,0
Kepler-896 b,2.5334600,2.5334600,Transit,2016,,144.54740,,,0
Kepler-897 b,2.3877300,2.3877300,Transit,2016,,8.0472642,,,0
Kepler-898 b,1.4909300,1.4909300,Transit,2016,,5.8706191,,,0
Kepler-899 b,2.6791900,2.6791900,Transit,2016,,19.178913,,,0
Kepler-9 b,9.4388200,9.4388200,Transit,2010,0.14000000,19.240000,80.092657,0.095244429,0
Kepler-9 c,9.2258300,9.2258300,Transit,2010,0.22500000,38.910000,54.348589,0.069210490,0
Kepler-9 d,1.6366600,1.6366600,Transit,2010,0.027300000,1.5928510,,,0
Kepler-90 b,1.3115700,1.3115700,Transit,2013,0.074000000,7.0081510,,,0
Kepler-90 c,1.1882600,1.1882600,Transit,2013,0.089000000,8.7193750,,,0
Kepler-90 d,2.8697600,2.8697600,Transit,2013,0.32000000,59.736670,,,0
Kepler-90 e,2.6567700,2.6567700,Transit,2013,0.42000000,91.939130,,,0
Kepler-90 f,2.8809700,2.8809700,Transit,2013,0.48000000,124.91440,,,0
Kepler-90 g,8.1048300,8.1048300,Transit,2013,0.71000000,210.60697,,,0
Kepler-90 h,11.299680,11.299680,Transit,2013,1.0100000,331.60059,,,0
Kepler-90 i,1.3227800,1.3227800,Transit,2017,,14.449120,,,0
Kepler-900 b,2.0850600,2.0850600,Transit,2016,,6.9913086,,,0
Kepler-901 b,1.3676200,1.3676200,Transit,2016,,3.5174944,,,0
Kepler-902 b,2.5446700,2.5446700,Transit,2016,,40.109955,,,0
Kepler-903 b,2.0065900,2.0065900,Transit,2016,,10.350772,,,0
Kepler-903 c,2.5334600,2.5334600,Transit,2016,,62.922856,,,0
Kepler-904 b,1.7711800,1.7711800,Transit,2016,,3.0216686,,,0
Kepler-905 b,1.4124600,1.4124600,Transit,2016,,5.0827465,,,0
Kepler-906 b,2.1074800,2.1074800,Transit,2016,,41.697998,,,0
Kepler-907 b,1.1994700,1.1994700,Transit,2016,,15.866218,,,0
Kepler-908 b,1.2218900,1.2218900,Transit,2016,,1.3405975,,,0
Kepler-909 b,1.4685100,1.4685100,Transit,2016,,13.932903,,,0
Kepler-91 b,15.324070,15.324070,Transit,2013,0.073100000,6.2465800,257.44068,0.071540965,0
Kepler-910 b,0.81833000,0.81833000,Transit,2016,,2.3643690,,,0
Kepler-911 b,2.6007200,2.6007200,Transit,2016,,20.310501,,,0
Kepler-912 b,2.8025000,2.8025000,Transit,2016,,2.5347563,,,0
Kepler-913 b,2.0626400,2.0626400,Transit,2016,,10.296725,,,0
Kepler-914 b,1.3788300,1.3788300,Transit,2016,,4.4096655,,,0
Kepler-915 b,1.5021400,1.5021400,Transit,2016,,4.5948960,,,0
Kepler-916 b,1.7599700,1.7599700,Transit,2016,,32.296880,,,0
Kepler-917 b,1.9057000,1.9057000,Transit,2016,,2.9704144,,,0
Kepler-918 b,1.7375500,1.7375500,Transit,2016,,4.8538693,,,0
Kepler-919 b,2.2532100,2.2532100,Transit,2016,,11.046034,,,0
Kepler-92 b,3.5087300,3.5087300,Transit,2013,,13.749000,64.201257,1.4862562,0
Kepler-92 c,2.6007200,2.6007200,Transit,2013,,26.723000,6.0387321,0.34329301,0
Kepler-92 d,2.0626400,2.0626400,Transit,2015,,49.356800,,,0
Kepler-920 b,2.4213600,2.4213600,Transit,2016,,6.5319270,,,0
Kepler-920 c,3.8001900,3.8001900,Transit,2016,,100.82741,,,0
Kepler-921 b,2.8697600,2.8697600,Transit,2016,,51.300634,,,0
Kepler-922 b,1.4236700,1.4236700,Transit,2016,,0.93846683,,,0
Kepler-923 b,1.3788300,1.3788300,Transit,2016,,6.9336648,,,0
Kepler-924 b,3.0715400,3.0715400,Transit,2016,,61.037012,,,0
Kepler-925 b,2.3428900,2.3428900,Transit,2016,,33.867853,,,0
Kepler-926 b,2.3092600,2.3092600,Transit,2016,,52.068860,,,0
Kepler-927 b,1.7151300,1.7151300,Transit,2016,,9.1149903,,,0
Kepler-928 b,1.5918200,1.5918200,Transit,2016,,3.9324613,,,0
Kepler-929 b,1.1097900,1.1097900,Transit,2016,,0.92103214,,,0
Kepler-93 b,1.5694000,1.5694000,Transit,2014,,4.7267400,3.1782800,0.82222601,0
Kepler-93 c,,13.116992,Radial Velocity,2014,,1460.0000,953.48401,,0
Kepler-930 b,2.1299000,2.1299000,Transit,2016,,71.451778,,,0
Kepler-931 b,1.3339900,1.3339900,Transit,2016,,8.0375588,,,0
Kepler-932 b,1.3676200,1.3676200,Transit,2016,,1.9214374,,,0
Kepler-933 b,2.4549900,2.4549900,Transit,2016,,14.204430,,,0
Kepler-934 b,2.0850600,2.0850600,Transit,2016,,55.673831,,,0
Kepler-935 b,1.3452000,1.3452000,Transit,2016,,4.8808385,,,0
Kepler-936 b,1.4460900,1.4460900,Transit,2016,,10.561342,,,0
Kepler-937 b,3.7217200,3.7217200,Transit,2016,,67.668827,,,0
Kepler-937 c,2.6679800,2.6679800,Transit,2016,,153.34336,,,0
Kepler-938 b,2.2195800,2.2195800,Transit,2016,,52.629842,,,0
Kepler-939 b,1.7487600,1.7487600,Transit,2016,,14.878296,,,0
Kepler-94 b,3.5087300,3.5087300,Transit,2014,,2.5080600,10.806152,0.25016193,0
Kepler-94 c,,12.449262,Radial Velocity,2014,,820.30000,3126.1562,,0
Kepler-940 b,3.3405800,3.3405800,Transit,2016,,59.622526,,,0
Kepler-941 b,3.0827500,3.0827500,Transit,2016,,17.423952,,,0
Kepler-942 b,2.1299000,2.1299000,Transit,2016,,44.964175,,,0
Kepler-943 b,5.9300900,5.9300900,Transit,2016,,49.770144,,,0
Kepler-944 b,2.6343500,2.6343500,Transit,2016,,43.316774,,,0
Kepler-945 b,2.6343500,2.6343500,Transit,2016,,31.003381,,,0
Kepler-946 b,1.9281200,1.9281200,Transit,2016,,11.791626,,,0
Kepler-947 b,2.2756300,2.2756300,Transit,2016,,26.964432,,,0
Kepler-948 b,1.8496500,1.8496500,Transit,2016,,7.7684662,,,0
Kepler-949 b,2.9146000,2.9146000,Transit,2016,,8.6893073,,,0
Kepler-95 b,3.4190500,3.4190500,Transit,2014,,11.523100,13.030948,0.32603157,0
Kepler-950 b,8.9792100,8.9792100,Transit,2016,,98.718041,,,0
Kepler-951 b,5.5937900,5.5937900,Transit,2016,,71.525308,,,0
Kepler-952 b,7.6452200,7.6452200,Transit,2016,,130.35469,,,0
Kepler-953 b,4.2149600,4.2149600,Transit,2016,,88.406553,,,0
Kepler-953 c,1.1882600,1.1882600,Transit,2016,,9.1096711,,,0
Kepler-954 b,2.3204700,2.3204700,Transit,2016,,16.781766,,,0
Kepler-955 b,3.1275900,3.1275900,Transit,2016,,14.532442,,,0
Kepler-956 b,3.0042800,3.0042800,Transit,2016,,5.2486726,,,0
Kepler-957 b,5.5041100,5.5041100,Transit,2016,,5.9074135,,,0
Kepler-958 b,2.0626400,2.0626400,Transit,2016,,9.7678805,,,0
Kepler-959 b,4.3831100,4.3831100,Transit,2016,,14.800748,,,0
Kepler-96 b,2.6679800,2.6679800,Transit,2014,,16.238500,8.5813561,0.45186449,0
Kepler-960 b,2.2868400,2.2868400,Transit,2016,,3.1268622,,,0
Kepler-961 b,2.5446700,2.5446700,Transit,2016,,16.877274,,,0
Kepler-962 b,1.9729600,1.9729600,Transit,2016,,12.057072,,,0
Kepler-963 b,2.6567700,2.6567700,Transit,2016,,9.9768371,,,0
Kepler-964 b,2.1186900,2.1186900,Transit,2016,,13.522511,,,0
Kepler-965 b,3.3854200,3.3854200,Transit,2016,,134.25273,,,0
Kepler-966 b,4.1252800,4.1252800,Transit,2016,,99.747622,,,0
Kepler-967 b,2.3541000,2.3541000,Transit,2016,,13.227134,,,0
Kepler-967 c,3.6544600,3.6544600,Transit,2016,,198.71125,,,1
Kepler-968 b,1.9953800,1.9953800,Transit,2016,,3.6929837,,,0
Kepler-968 c,1.6927100,1.6927100,Transit,2016,,5.7094049,,,0
Kepler-969 b,2.0738500,2.0738500,Transit,2016,,34.173171,,,0
Kepler-969 c,0.98648000,0.98648000,Transit,2016,,1.6829346,,,0
Kepler-97 b,1.4797200,1.4797200,Transit,2014,,2.5866400,3.4961080,1.0790615,0
Kepler-97 c,,13.720090,Radial Velocity,2014,,789.00000,343.25424,,1
Kepler-970 b,2.7688700,2.7688700,Transit,2016,,16.736522,,,0
Kepler-971 b,2.1299000,2.1299000,Transit,2016,,9.5907072,,,0
Kepler-972 b,4.6521500,4.6521500,Transit,2016,,7.0393255,,,0
Kepler-973 b,1.9617500,1.9617500,Transit,2016,,49.607733,,,0
Kepler-974 b,1.5694000,1.5694000,Transit,2016,,4.1944965,,,0
Kepler-975 b,1.4797200,1.4797200,Transit,2016,,1.9703425,,,0
Kepler-976 b,3.9571300,3.9571300,Transit,2016,,105.95641,,,0
Kepler-977 b,2.6231400,2.6231400,Transit,2016,,26.853283,,,0
Kepler-978 b,2.9930700,2.9930700,Transit,2016,,49.622151,,,0
Kepler-979 b,2.7240300,2.7240300,Transit,2016,,8.0880135,,,0
Kepler-98 b,1.9953800,1.9953800,Transit,2014,,1.5416800,3.4961080,0.44005605,0
Kepler-980 b,2.6679800,2.6679800,Transit,2016,,11.551025,,,0
Kepler-981 b,2.3092600,2.3092600,Transit,2016,,4.4697577,,,0
Kepler-982 b,2.2532100,2.2532100,Transit,2016,,15.773822,,,0
Kepler-983 b,2.3653100,2.3653100,Transit,2016,,60.085508,,,0
Kepler-984 b,2.1186900,2.1186900,Transit,2016,,43.034227,,,0
Kepler-985 b,2.9818600,2.9818600,Transit,2016,,116.33190,,,0
Kepler-986 b,2.3653100,2.3653100,Transit,2016,,56.434994,,,0
Kepler-987 b,3.2621100,3.2621100,Transit,2016,,105.30331,,,0
Kepler-988 b,2.0738500,2.0738500,Transit,2016,,17.760801,,,0
Kepler-989 b,2.2083700,2.2083700,Transit,2016,,7.9643153,,,0
Kepler-99 b,1.4797200,1.4797200,Transit,2014,,4.6035800,6.0387321,1.8638335,0
Kepler-990 b,2.6007200,2.6007200,Transit,2016,,9.9172343,,,0
Kepler-990 c,1.5245600,1.5245600,Transit,2016,,0.53835431,,,0
Kepler-991 b,2.5446700,2.5446700,Transit,2016,,82.534252,,,0
Kepler-992 b,1.6254500,1.6254500,Transit,2016,,20.160345,,,0
Kepler-993 b,2.9706500,2.9706500,Transit,2016,,22.085576,,,0
Kepler-994 b,1.6030300,1.6030300,Transit,2016,,1.1511665,,,0
Kepler-995 b,2.7016100,2.7016100,Transit,2016,,28.267317,,,0
Kepler-996 b,1.9841700,1.9841700,Transit,2016,,3.7705906,,,0
Kepler-997 b,1.3564100,1.3564100,Transit,2016,,2.7073067,,,0
Kepler-998 b,2.3204700,2.3204700,Transit,2016,,5.6537773,,,0
Kepler-999 b,2.3428900,2.3428900,Transit,2016,,5.9918570,,,0
KIC 10001893 b,,0.0000000,Orbital Brightness Modulation,2014,,0.21970000,,,0
KIC 10001893 c,,0.0000000,Orbital Brightness Modulation,2014,,0.32528000,,,0
KIC 10001893 d,,0.0000000,Orbital Brightness Modulation,2014,,0.81161000,,,0
KIC 10525077 b,5.5041100,5.5041100,Transit,2015,,854.08300,,,1
KIC 3558849 b,6.9053600,6.9053600,Transit,2015,,1322.3000,,,0
KIC 5437945 b,6.4009100,6.4009100,Transit,2015,,440.78130,,,0
KIC 5951458 b,6.6026900,6.6026900,Transit,2015,,1320.1000,,,1
KIC 7917485 b,,12.349938,Pulsation Timing Variations,2016,,840.00000,3750.3704,,0
KIC 8540376 b,4.1028600,4.1028600,Transit,2015,,31.809900,,,0
KIC 8540376 c,2.3989400,2.3989400,Transit,2015,,75.200000,,,0
KIC 9663113 b,4.5961000,4.5961000,Transit,2015,,572.38470,,,1
KMT-2016-BLG-1107L b,,13.065068,Microlensing,2019,0.34200000,,1043.4293,,0
KMT-2016-BLG-1397L b,,12.636979,Microlensing,2018,5.1000000,,2224.7960,,0
KMT-2016-BLG-1820L b,,12.876306,Microlensing,2018,1.0800000,,1452.4740,,0
KMT-2016-BLG-2142L b,,12.202964,Microlensing,2018,0.83000000,,4923.1558,,0
KMT-2017-BLG-1038L b,,13.353106,Microlensing,2019,1.8000000,,635.65601,,0
KMT-2017-BLG-1146L b,,13.975657,Microlensing,2019,1.6000000,,225.65788,,0
KOI-12 b,17.263400,17.263400,Transit,2015,,17.855230,1690.8450,0.32864330,0
KOI-1257 b,10.537400,10.537400,Transit,2014,0.38200000,86.647661,460.85060,0.39387622,0
KOI-13 b,16.949520,16.949520,Transit,2011,0.036410000,1.7635880,2949.4439,0.60571443,0
KOI-142 b,3.7777700,3.7777700,Transit,2013,,10.954160,8.5813561,0.15916566,0
KOI-142 c,,14.053300,Transit Timing Variations,2013,0.15525000,22.339500,198.96033,,0
KOI-1599.01,1.9057000,1.9057000,Transit,2019,0.14728000,20.441500,4.5989712,0.66450321,0
KOI-1599.02,1.9057000,1.9057000,Transit,2019,0.11229300,13.608800,9.0008890,1.3005343,0
KOI-217 b,12.443100,12.443100,Transit,2010,0.047700000,3.9051200,,,0
KOI-3680 b,11.097900,11.097900,Transit,2018,0.53400000,141.24167,613.40805,0.44877333,0
KOI-55 b,0.76228000,0.76228000,Orbital Brightness Modulation,2011,0.0060000000,0.24010400,0.44495920,1.0045617,0
KOI-55 c,0.86317000,0.86317000,Orbital Brightness Modulation,2011,0.0076000000,0.34288700,0.66743881,1.0378210,0
KOI-94 b,1.7151300,1.7151300,Transit,2013,0.051190000,3.7432080,10.488324,2.0788108,0
KOI-94 c,4.3158500,4.3158500,Transit,2013,0.10130000,10.423648,15.573572,0.19372658,0
KOI-94 d,11.266050,11.266050,Transit,2013,0.16840000,22.342989,106.15455,0.074237544,0
KOI-94 e,6.5578500,6.5578500,Transit,2013,0.30460000,54.320310,34.961080,0.12396538,0
KPS-1 b,11.546300,11.546300,Transit,2018,0.026900000,1.7062910,346.43252,0.22505576,0
L 98-59 b,0.79591000,0.79591000,Transit,2019,0.023300000,2.2531400,0.49898996,0.98969169,0
L 98-59 c,1.3452000,1.3452000,Transit,2019,0.032400000,3.6906210,2.3996014,0.98577666,0
L 98-59 d,1.5694000,1.5694000,Transit,2019,0.052000000,7.4508600,3.4007596,0.87978183,0
LHS 1140 b,1.7263400,1.7263400,Transit,2017,0.093600000,24.736959,6.9795029,1.3565803,1
LHS 1140 c,1.2779400,1.2779400,Transit,2018,0.026750000,3.7779310,1.8084413,0.86650890,0
LHS 3844 b,1.3003600,1.3003600,Transit,2019,0.0062200000,0.46292913,,,0
LkCa 15 b,,0.0000000,Imaging,2015,14.700000,,,,0
LkCa 15 c,,0.0000000,Imaging,2015,18.600000,,,,0
LSPM J2116+0234 b,,3.7106075,Radial Velocity,2019,0.087600000,14.439900,13.301102,,0
Lupus-TR-3 b,9.9769000,9.9769000,Transit,2007,0.046400000,3.9140500,257.44068,0.25923302,0
MASCARA-1 b,16.815000,16.815000,Transit,2017,0.043000000,2.1487800,1175.9636,0.24734507,0
MOA-2007-BLG-192L b,,1.5968584,Microlensing,2008,0.62000000,,3.1782800,,0
MOA-2007-BLG-400L b,,13.879958,Microlensing,2008,0.72000000,,263.79724,,0
MOA-2008-BLG-310L b,,5.1751976,Microlensing,2009,1.6100000,,23.398498,,0
MOA-2008-BLG-379L b,,12.937940,Microlensing,2013,3.3000000,,1303.0948,,0
MOA-2009-BLG-266L b,,3.2260501,Microlensing,2011,3.2000000,2774.0000,10.488324,,0
MOA-2009-BLG-319L b,,8.1750994,Microlensing,2010,2.4000000,,50.852480,,0
MOA-2009-BLG-387L b,,13.208851,Microlensing,2010,1.8200000,1982.0000,813.63969,,0
MOA-2010-BLG-073L b,,12.388146,Microlensing,2012,1.2100000,,3496.1080,,0
MOA-2010-BLG-117L b,,14.144978,Microlensing,2018,2.9000000,,171.62712,,0
MOA-2010-BLG-328L b,,2.9866023,Microlensing,2013,0.92000000,,9.2011207,,0
MOA-2010-BLG-353L b,,11.126015,Microlensing,2015,1.7200000,,85.813561,,0
MOA-2010-BLG-477L b,,13.523204,Microlensing,2012,2.0000000,,476.74200,,0
MOA-2011-BLG-028L b,,5.9909787,Microlensing,2016,4.1400000,,29.999785,,0
MOA-2011-BLG-262L b,,4.4341545,Microlensing,2014,0.84000000,,17.998600,,0
MOA-2011-BLG-291L b,,4.4341545,Microlensing,2018,0.69000000,,17.998600,,0
MOA-2011-BLG-293L b,,12.848516,Microlensing,2012,1.1000000,,1525.5744,,0
MOA-2011-BLG-322L b,,12.359231,Microlensing,2013,4.3000000,,3686.8048,,0
MOA-2012-BLG-006L b,,12.536010,Microlensing,2017,10.200000,,2669.7552,,0
MOA-2012-BLG-505L b,,2.4775715,Microlensing,2017,0.90000000,,6.6998143,,0
MOA-2013-BLG-605L b,,1.6034328,Microlensing,2016,0.94000000,,3.2005280,,0
MOA-2015-BLG-337L b,,6.4156981,Microlensing,2018,0.24000000,,33.699303,,0
MOA-2016-BLG-227L b,,13.156872,Microlensing,2017,1.6700000,,889.91841,,0
MOA-2016-BLG-319L b,,14.059257,Microlensing,2018,0.95000000,,197.05336,,0
MOA-bin-1L b,,12.996510,Microlensing,2012,8.3000000,,1175.9636,,0
mu Leo b,,13.246413,Radial Velocity,2014,1.1000000,357.80000,762.78721,,0
MXB 1658-298 b,,11.976742,Eclipse Timing Variations,2017,1.6130000,760.00000,7532.5237,,0
NGC 2682 Sand 364 b,,12.662190,Radial Velocity,2014,0.53000000,121.71000,2126.2693,,0
NGC 2682 Sand 978 b,,13.302568,Radial Velocity,2017,,511.21000,692.86505,,0
NGC 2682 YBP 1194 b,,12.297015,Radial Velocity,2014,,6.9590000,101.70496,,0
NGC 2682 YBP 1514 b,,14.024252,Radial Velocity,2014,,5.1180000,127.13120,,0
NGC 2682 YBP 401 b,,14.245125,Radial Velocity,2016,,4.0870000,146.20088,,0
NGTS-1 b,14.909300,14.909300,Transit,2017,0.032600000,2.6472980,258.07634,0.077871120,0
NGTS-2 b,17.879950,17.879950,Transit,2018,0.063000000,4.5111640,235.19272,0.041145749,0
NGTS-3 A b,16.590800,16.590800,Transit,2018,0.023000000,1.6753728,756.43065,0.16564073,0
NGTS-4 b,3.1836400,3.1836400,Transit,2019,0.019000000,1.3373508,20.598433,0.63835508,0
NGTS-5 b,12.734560,12.734560,Transit,2019,0.038200000,3.3569866,72.782613,0.035243238,0
NN Ser c,,12.611392,Eclipse Timing Variations,2010,5.3500000,5573.5500,2329.6793,,0
NN Ser d,,13.271242,Eclipse Timing Variations,2010,3.4300000,2883.5000,731.00441,,0
NSVS 14256825 b,,12.251642,Eclipse Timing Variations,2019,3.1200000,3225.0000,4497.2662,,0
nu Oph b,,11.970115,Radial Velocity,2012,1.9000000,530.32000,7627.8721,,0
nu Oph c,,11.908240,Radial Velocity,2012,6.1000000,3186.0000,8581.3561,,0
NY Vir b,,13.161022,Eclipse Timing Variations,2011,,2985.7000,883.56185,,0
OGLE-2003-BLG-235L b,,13.199843,Microlensing,2004,4.3000000,,826.35281,,0
OGLE-2005-BLG-071L b,,12.981268,Microlensing,2005,3.6000000,,1207.7464,,0
OGLE-2005-BLG-169L b,,3.8401165,Microlensing,2006,3.5000000,,14.098850,,0
OGLE-2005-BLG-390L b,,2.1827340,Microlensing,2005,2.6000000,3285.0000,5.4030760,,0
OGLE-2006-BLG-109L b,,13.958585,Microlensing,2008,2.3000000,1788.5000,232.01444,,0
OGLE-2006-BLG-109L c,,11.126015,Microlensing,2008,4.5000000,4927.5000,85.813561,,0
OGLE-2007-BLG-349L AB c,,10.675710,Microlensing,2016,2.5900000,2557.0000,80.000487,,0
OGLE-2007-BLG-368L b,,4.5877261,Microlensing,2009,3.3000000,,19.069680,,0
OGLE-2008-BLG-092L b,,8.7623758,Microlensing,2014,18.000000,,57.209041,,0
OGLE-2008-BLG-355L b,,12.872600,Microlensing,2014,1.7000000,,1462.0088,,0
OGLE-2011-BLG-0173L b,,9.0459099,Microlensing,2018,8.0000000,,60.387321,,0
OGLE-2011-BLG-0251L b,,14.156616,Microlensing,2012,2.7200000,,168.44884,,0
OGLE-2011-BLG-0265L b,,13.844279,Microlensing,2015,1.8900000,,279.68864,,0
OGLE-2012-BLG-0026L b,,7.7145772,Microlensing,2012,4.0000000,,46.085060,,0
OGLE-2012-BLG-0026L c,,13.858291,Microlensing,2012,4.8000000,,273.33208,,0
OGLE-2012-BLG-0358L b,,13.398990,Microlensing,2013,0.87000000,,587.98181,,0
OGLE-2012-BLG-0406L b,,13.171536,Microlensing,2013,3.4500000,,867.67045,,0
OGLE-2012-BLG-0563L b,,13.816671,Microlensing,2015,0.90000000,,123.95292,,0
OGLE-2012-BLG-0724L b,,14.231651,Microlensing,2016,1.6000000,,149.37916,,0
OGLE-2012-BLG-0950L b,,6.5603285,Microlensing,2016,2.7000000,,34.999220,,0
OGLE-2013-BLG-0102L b,,12.315680,Microlensing,2014,0.80000000,,3994.7802,,0
OGLE-2013-BLG-0132L b,,11.604296,Microlensing,2017,3.6000000,,92.170121,,0
OGLE-2013-BLG-0341L B b,,1.3266720,Microlensing,2014,0.88300000,,2.3201444,,0
OGLE-2013-BLG-1721L b,,14.039631,Microlensing,2017,2.6000000,,203.40992,,0
OGLE-2013-BLG-1761L b,,13.177942,Microlensing,2018,1.8000000,,858.13561,,0
OGLE-2014-BLG-0124L b,,14.180596,Microlensing,2015,3.1100000,,162.09228,,0
OGLE-2014-BLG-0676L b,,13.099943,Microlensing,2016,4.4000000,,982.08853,,0
OGLE-2014-BLG-1722L b,,8.5888529,Microlensing,2018,1.9000000,,55.298894,,0
OGLE-2014-BLG-1722L c,,10.963785,Microlensing,2018,2.5000000,,83.700005,,0
OGLE-2014-BLG-1760L b,,14.122361,Microlensing,2016,1.7500000,,177.98368,,0
OGLE-2015-BLG-0051L b,,13.967059,Microlensing,2016,0.73000000,,228.83616,,0
OGLE-2015-BLG-0954L b,,13.044953,Microlensing,2016,1.6000000,,1080.6152,,0
OGLE-2015-BLG-0966L b,,4.8556671,Microlensing,2016,2.1000000,,20.998896,,0
OGLE-2016-BLG-0263L b,,12.937940,Microlensing,2017,5.4000000,,1303.0948,,0
OGLE-2016-BLG-0613L AB b,,12.926943,Microlensing,2017,6.4000000,,1328.5211,,0
OGLE-2016-BLG-1190L b,,12.281842,Microlensing,2017,2.1700000,1224.0000,4252.5387,,0
OGLE-2016-BLG-1195L b,,1.1138288,Microlensing,2017,1.1600000,,1.4302260,,0
OGLE-2017-BLG-0173L b,,1.6239740,Microlensing,2018,3.9130000,,3.2704502,,0
OGLE-2017-BLG-0373L b,,14.044892,Microlensing,2018,2.4240000,,127.44903,,0
OGLE-2017-BLG-0482L b,,2.9481483,Microlensing,2018,1.8000000,,9.0008890,,0
OGLE-2017-BLG-1140L b,,13.488577,Microlensing,2018,1.0200000,,505.34652,,0
OGLE-2017-BLG-1434L b,,1.9468648,Microlensing,2018,1.1800000,,4.4495920,,0
OGLE-2017-BLG-1522L b,,13.941995,Microlensing,2018,0.59000000,,238.37100,,0
OGLE-TR-056 b,15.279230,15.279230,Transit,2002,0.023830000,1.2119189,441.78092,0.12385186,0
OGLE-TR-10 b,14.012500,14.012500,Transit,2004,0.043400000,3.1012780,197.05336,0.071620437,0
OGLE-TR-111 b,11.422990,11.422990,Transit,2004,0.047300000,4.0144463,,,0
OGLE-TR-113 b,12.252530,12.252530,Transit,2004,0.022890000,1.4324752,400.46328,0.21771351,0
OGLE-TR-132 b,13.452000,13.452000,Transit,2004,0.030350000,1.6898680,375.03704,0.15406840,0
OGLE-TR-182 b,12.667300,12.667300,Transit,2007,0.051000000,3.9791000,321.00628,0.15792881,0
OGLE-TR-211 b,15.245600,15.245600,Transit,2007,0.051000000,3.6772400,327.36284,0.092383799,0
OGLE2-TR-L9 b,18.048100,18.048100,Transit,2008,0.030800000,2.4855335,1430.2260,0.24328213,0
ome Ser b,,13.448934,Radial Velocity,2013,1.1000000,277.02000,540.30760,,0
omi CrB b,,13.523204,Radial Velocity,2012,0.83000000,187.83000,476.74200,,0
omi UMa b,,12.937940,Radial Velocity,2012,3.9000000,1630.0000,1303.0948,,0
Oph 11 b,,12.257389,Imaging,2006,243.00000,7300000.0,4449.5920,,0
PDS 70 b,14.573000,14.573000,Imaging,2018,22.000000,43500.000,2542.6240,0.82155236,0
PDS 70 c,,12.414076,Imaging,2019,34.500000,,3333.8537,,0
PH1 b,6.1767100,6.1767100,Transit,2012,0.65200000,138.31700,168.76667,0.71616821,0
PH2 b,10.122630,10.122630,Transit,2013,0.82800000,282.52550,,,0
pi Men c,2.0402200,2.0402200,Transit,2018,0.068390000,6.2679000,4.8214508,0.56773639,0
POTS-1 b,10.548610,10.548610,Transit,2013,0.037340000,3.1606296,734.18269,0.62548720,0
Pr0201 b,,14.144978,Radial Velocity,2012,0.060000000,4.4264000,171.62712,,0
Pr0211 b,,13.389509,Radial Velocity,2012,0.031760000,2.1461000,597.51665,,0
Pr0211 c,,12.577662,Radial Velocity,2016,5.5000000,4850.0000,2475.8801,,0
Proxima Cen b,,1.0778216,Radial Velocity,2016,0.048500000,11.186000,1.2713120,,1
psi 1 Dra B b,,13.511426,Radial Velocity,2015,4.4300000,3117.0000,486.27684,,0
PSR B1257+12 b,,0.33394605,Pulsar Timing,1994,0.19000000,25.262000,0.019069680,,0
PSR B1257+12 c,,1.9080986,Pulsar Timing,1992,0.36000000,66.541900,4.3002129,,0
PSR B1257+12 d,,1.8013406,Pulsar Timing,1992,0.46000000,98.211400,3.8997496,,0
PSR B1620-26 b,,13.222642,Pulsar Timing,2003,23.000000,,794.57001,,0
PSR J1719-1438 b,,13.656632,Pulsar Timing,2011,0.0044000000,0.090706290,381.39360,,0
PSR J2322-2650 b,,13.906372,Pulsar Timing,2017,0.010200000,0.32296400,252.64148,,0
